record in kb
time		total		used		free
[20:00:10]		1048572		0		1048572
[20:00:13]		1048572		0		1048572
[20:00:16]		1048572		0		1048572
[20:00:19]		1048572		0		1048572
[20:00:22]		1048572		0		1048572
[20:00:25]		1048572		0		1048572
[20:00:28]		1048572		0		1048572
[20:00:31]		1048572		0		1048572
[20:00:34]		1048572		0		1048572
[20:00:37]		1048572		0		1048572
[20:00:40]		1048572		0		1048572
[20:00:43]		1048572		0		1048572
[20:00:46]		1048572		0		1048572
[20:00:49]		1048572		0		1048572
[20:00:52]		1048572		0		1048572
[20:00:55]		1048572		0		1048572
[20:00:58]		1048572		0		1048572
[20:01:01]		1048572		0		1048572
[20:01:04]		1048572		0		1048572
[20:01:07]		1048572		0		1048572
[20:01:10]		1048572		16		1048556
[20:01:13]		1048572		916		1047656
[20:01:16]		1048572		1536		1047036
[20:01:19]		1048572		4700		1043872
[20:01:22]		1048572		5824		1042748
[20:01:25]		1048572		6044		1042528
[20:01:28]		1048572		6716		1041856
[20:01:31]		1048572		12220		1036352
[20:01:34]		1048572		12596		1035976
[20:01:37]		1048572		12596		1035976
[20:01:40]		1048572		12724		1035848
[20:01:43]		1048572		12724		1035848
[20:01:46]		1048572		12724		1035848
[20:01:49]		1048572		12724		1035848
[20:01:52]		1048572		12724		1035848
[20:01:55]		1048572		12724		1035848
[20:01:58]		1048572		12724		1035848
[20:02:01]		1048572		12688		1035884
[20:02:04]		1048572		39464		1009108
[20:02:07]		1048572		46496		1002076
[20:02:10]		1048572		33308		1015264
[20:02:13]		1048572		48860		999712
[20:02:16]		1048572		53680		994892
[20:02:19]		1048572		53308		995264
[20:02:22]		1048572		55796		992776
[20:02:25]		1048572		55784		992788
[20:02:28]		1048572		56044		992528
[20:02:31]		1048572		56292		992280
[20:02:34]		1048572		57884		990688
[20:02:37]		1048572		65156		983416
[20:02:40]		1048572		48740		999832
[20:02:43]		1048572		69584		978988
[20:02:46]		1048572		86340		962232
[20:02:49]		1048572		84028		964544
[20:02:52]		1048572		83704		964868
[20:02:55]		1048572		91600		956972
[20:02:58]		1048572		79568		969004
[20:03:01]		1048572		81132		967440
[20:03:04]		1048572		80352		968220
[20:03:07]		1048572		88968		959604
[20:03:10]		1048572		88468		960104
[20:03:13]		1048572		82800		965772
[20:03:16]		1048572		78248		970324
[20:03:19]		1048572		118540		930032
[20:03:22]		1048572		123756		924816
[20:03:25]		1048572		138568		910004
[20:03:28]		1048572		127816		920756
[20:03:31]		1048572		119828		928744
[20:03:34]		1048572		112776		935796
[20:03:37]		1048572		111732		936840
[20:03:40]		1048572		107988		940584
[20:03:43]		1048572		107304		941268
[20:03:46]		1048572		105716		942856
[20:03:49]		1048572		104692		943880
[20:03:52]		1048572		103480		945092
[20:03:55]		1048572		101432		947140
[20:03:58]		1048572		100440		948132
[20:04:01]		1048572		95416		953156
[20:04:04]		1048572		87696		960876
[20:04:07]		1048572		85448		963124
[20:04:10]		1048572		86184		962388
[20:04:13]		1048572		83052		965520
[20:04:16]		1048572		83912		964660
[20:04:19]		1048572		93288		955284
[20:04:22]		1048572		97020		951552
[20:04:25]		1048572		100184		948388
[20:04:28]		1048572		95240		953332
[20:04:31]		1048572		104920		943652
[20:04:34]		1048572		98432		950140
[20:04:37]		1048572		96508		952064
[20:04:40]		1048572		90908		957664
[20:04:43]		1048572		97568		951004
[20:04:46]		1048572		93948		954624
[20:04:49]		1048572		93056		955516
[20:04:52]		1048572		95024		953548
[20:04:55]		1048572		106696		941876
[20:04:58]		1048572		110028		938544
[20:05:01]		1048572		108560		940012
[20:05:04]		1048572		116816		931756
[20:05:07]		1048572		125048		923524
[20:05:10]		1048572		165060		883512
[20:05:13]		1048572		141996		906576
[20:05:16]		1048572		150780		897792
[20:05:19]		1048572		143816		904756
[20:05:22]		1048572		144488		904084
[20:05:25]		1048572		138824		909748
[20:05:28]		1048572		126608		921964
[20:05:31]		1048572		97972		950600
[20:05:34]		1048572		112204		936368
[20:05:37]		1048572		115052		933520
[20:05:40]		1048572		113336		935236
[20:05:43]		1048572		130592		917980
[20:05:46]		1048572		113304		935268
[20:05:49]		1048572		103296		945276
[20:05:52]		1048572		108692		939880
[20:05:55]		1048572		106736		941836
[20:05:58]		1048572		106508		942064
[20:06:01]		1048572		97032		951540
[20:06:04]		1048572		108896		939676
[20:06:07]		1048572		102812		945760
[20:06:10]		1048572		102916		945656
[20:06:13]		1048572		116696		931876
[20:06:16]		1048572		121576		926996
[20:06:19]		1048572		124500		924072
[20:06:22]		1048572		124436		924136
[20:06:26]		1048572		122936		925636
[20:06:29]		1048572		121500		927072
[20:06:32]		1048572		131712		916860
[20:06:35]		1048572		143728		904844
[20:06:38]		1048572		134728		913844
[20:06:41]		1048572		129672		918900
[20:06:44]		1048572		133384		915188
[20:06:47]		1048572		135016		913556
[20:06:50]		1048572		136684		911888
[20:06:53]		1048572		153840		894732
[20:06:56]		1048572		149180		899392
[20:06:59]		1048572		150728		897844
[20:07:02]		1048572		128908		919664
[20:07:05]		1048572		132036		916536
[20:07:08]		1048572		121072		927500
[20:07:11]		1048572		116476		932096
[20:07:14]		1048572		147096		901476
[20:07:17]		1048572		143424		905148
[20:07:20]		1048572		144684		903888
[20:07:23]		1048572		151084		897488
[20:07:26]		1048572		155392		893180
[20:07:29]		1048572		154612		893960
[20:07:32]		1048572		141216		907356
[20:07:35]		1048572		138992		909580
[20:07:38]		1048572		140660		907912
[20:07:41]		1048572		141024		907548
[20:07:44]		1048572		145824		902748
[20:07:47]		1048572		144044		904528
[20:07:50]		1048572		132272		916300
[20:07:53]		1048572		132112		916460
[20:07:56]		1048572		126824		921748
[20:07:59]		1048572		122624		925948
[20:08:02]		1048572		128580		919992
[20:08:05]		1048572		130072		918500
[20:08:08]		1048572		137948		910624
[20:08:11]		1048572		146188		902384
[20:08:14]		1048572		134532		914040
[20:08:17]		1048572		128724		919848
[20:08:20]		1048572		147424		901148
[20:08:23]		1048572		154460		894112
[20:08:26]		1048572		130328		918244
[20:08:29]		1048572		120656		927916
[20:08:32]		1048572		121368		927204
