record in kb
time		total		used		free
[10:03:22]		1048572		1268		1047304
[10:03:25]		1048572		1352		1047220
[10:03:28]		1048572		1352		1047220
[10:03:31]		1048572		1352		1047220
[10:03:34]		1048572		1352		1047220
[10:03:37]		1048572		1352		1047220
[10:03:40]		1048572		1352		1047220
[10:03:43]		1048572		1552		1047020
[10:03:46]		1048572		3304		1045268
[10:03:49]		1048572		4844		1043728
[10:03:52]		1048572		11656		1036916
[10:03:55]		1048572		11656		1036916
[10:03:58]		1048572		11656		1036916
[10:04:01]		1048572		11656		1036916
[10:04:04]		1048572		11620		1036952
[10:04:07]		1048572		11620		1036952
[10:04:10]		1048572		11620		1036952
[10:04:13]		1048572		11620		1036952
[10:04:16]		1048572		11620		1036952
[10:04:19]		1048572		11620		1036952
[10:04:22]		1048572		11616		1036956
[10:04:25]		1048572		33104		1015468
[10:04:28]		1048572		38072		1010500
[10:04:31]		1048572		22688		1025884
[10:04:34]		1048572		33096		1015476
[10:04:37]		1048572		56664		991908
[10:04:40]		1048572		18144		1030428
[10:04:43]		1048572		18148		1030424
[10:04:46]		1048572		18148		1030424
[10:04:49]		1048572		18104		1030468
[10:04:52]		1048572		18164		1030408
[10:04:55]		1048572		35420		1013152
[10:04:58]		1048572		28112		1020460
[10:05:01]		1048572		32120		1016452
[10:05:04]		1048572		29296		1019276
[10:05:07]		1048572		56044		992528
[10:05:10]		1048572		60224		988348
[10:05:13]		1048572		56856		991716
[10:05:16]		1048572		87388		961184
[10:05:19]		1048572		97576		950996
[10:05:22]		1048572		130464		918108
[10:05:25]		1048572		135532		913040
[10:05:28]		1048572		153328		895244
[10:05:31]		1048572		164712		883860
[10:05:34]		1048572		159640		888932
[10:05:37]		1048572		172560		876012
[10:05:40]		1048572		174668		873904
[10:05:43]		1048572		179540		869032
[10:05:46]		1048572		159792		888780
[10:05:49]		1048572		162676		885896
[10:05:52]		1048572		162160		886412
[10:05:55]		1048572		157704		890868
[10:05:58]		1048572		163904		884668
[10:06:01]		1048572		170724		877848
[10:06:04]		1048572		173764		874808
[10:06:07]		1048572		172964		875608
