record in kb
time		total		used		free
[20:19:46]		1048572		40		1048532
[20:19:49]		1048572		40		1048532
[20:19:52]		1048572		40		1048532
[20:19:55]		1048572		40		1048532
[20:19:58]		1048572		40		1048532
[20:20:01]		1048572		40		1048532
[20:20:04]		1048572		40		1048532
[20:20:07]		1048572		40		1048532
[20:20:10]		1048572		40		1048532
[20:20:13]		1048572		40		1048532
[20:20:16]		1048572		40		1048532
[20:20:19]		1048572		40		1048532
[20:20:22]		1048572		40		1048532
[20:20:25]		1048572		40		1048532
[20:20:28]		1048572		40		1048532
[20:20:31]		1048572		40		1048532
[20:20:34]		1048572		40		1048532
[20:20:37]		1048572		40		1048532
[20:20:40]		1048572		40		1048532
[20:20:43]		1048572		40		1048532
[20:20:46]		1048572		40		1048532
[20:20:49]		1048572		40		1048532
[20:20:52]		1048572		40		1048532
[20:20:55]		1048572		40		1048532
[20:20:58]		1048572		40		1048532
[20:21:01]		1048572		40		1048532
[20:21:04]		1048572		40		1048532
[20:21:07]		1048572		40		1048532
[20:21:10]		1048572		40		1048532
[20:21:13]		1048572		40		1048532
[20:21:16]		1048572		40		1048532
[20:21:19]		1048572		40		1048532
[20:21:22]		1048572		40		1048532
[20:21:25]		1048572		40		1048532
[20:21:28]		1048572		40		1048532
[20:21:31]		1048572		40		1048532
[20:21:34]		1048572		40		1048532
[20:21:37]		1048572		40		1048532
[20:21:40]		1048572		40		1048532
[20:21:43]		1048572		40		1048532
[20:21:46]		1048572		40		1048532
[20:21:49]		1048572		40		1048532
[20:21:52]		1048572		40		1048532
[20:21:55]		1048572		40		1048532
[20:21:58]		1048572		40		1048532
[20:22:01]		1048572		40		1048532
[20:22:04]		1048572		40		1048532
[20:22:07]		1048572		40		1048532
[20:22:10]		1048572		40		1048532
[20:22:13]		1048572		40		1048532
[20:22:16]		1048572		40		1048532
[20:22:19]		1048572		40		1048532
[20:22:22]		1048572		40		1048532
[20:22:25]		1048572		40		1048532
[20:22:28]		1048572		40		1048532
[20:22:31]		1048572		40		1048532
[20:22:34]		1048572		40		1048532
[20:22:37]		1048572		40		1048532
[20:22:40]		1048572		40		1048532
[20:22:43]		1048572		40		1048532
[20:22:46]		1048572		40		1048532
[20:22:49]		1048572		40		1048532
[20:22:52]		1048572		40		1048532
[20:22:55]		1048572		40		1048532
[20:22:58]		1048572		40		1048532
[20:23:01]		1048572		40		1048532
[20:23:04]		1048572		40		1048532
[20:23:07]		1048572		40		1048532
[20:23:10]		1048572		40		1048532
[20:23:13]		1048572		40		1048532
[20:23:16]		1048572		40		1048532
[20:23:19]		1048572		40		1048532
[20:23:22]		1048572		40		1048532
[20:23:25]		1048572		40		1048532
[20:23:28]		1048572		40		1048532
[20:23:31]		1048572		40		1048532
[20:23:34]		1048572		40		1048532
[20:23:37]		1048572		40		1048532
[20:23:40]		1048572		40		1048532
[20:23:43]		1048572		40		1048532
[20:23:46]		1048572		40		1048532
