record in kb
time		total		used		free
[16:23:00]		1048572		5624		1042948
[16:23:03]		1048572		5624		1042948
[16:23:06]		1048572		5624		1042948
[16:23:09]		1048572		5624		1042948
[16:23:12]		1048572		5624		1042948
[16:23:15]		1048572		5624		1042948
[16:23:18]		1048572		5624		1042948
[16:23:21]		1048572		5624		1042948
[16:23:24]		1048572		5624		1042948
[16:23:27]		1048572		6456		1042116
[16:23:30]		1048572		6612		1041960
[16:23:33]		1048572		6740		1041832
[16:23:36]		1048572		6740		1041832
[16:23:39]		1048572		6740		1041832
[16:23:42]		1048572		7020		1041552
[16:23:45]		1048572		7020		1041552
[16:23:48]		1048572		7064		1041508
[16:23:51]		1048572		7472		1041100
[16:23:54]		1048572		8472		1040100
[16:23:57]		1048572		11964		1036608
[16:24:00]		1048572		12748		1035824
[16:24:03]		1048572		13604		1034968
[16:24:06]		1048572		14060		1034512
[16:24:09]		1048572		15924		1032648
[16:24:12]		1048572		16944		1031628
[16:24:15]		1048572		17064		1031508
[16:24:18]		1048572		17064		1031508
[16:24:21]		1048572		17064		1031508
[16:24:24]		1048572		17064		1031508
[16:24:27]		1048572		17064		1031508
[16:24:30]		1048572		17064		1031508
[16:24:33]		1048572		17064		1031508
[16:24:36]		1048572		17064		1031508
[16:24:39]		1048572		37032		1011540
[16:24:42]		1048572		44584		1003988
[16:24:45]		1048572		44592		1003980
[16:24:48]		1048572		44492		1004080
[16:24:51]		1048572		41176		1007396
[16:24:54]		1048572		52952		995620
[16:24:57]		1048572		52884		995688
[16:25:00]		1048572		51244		997328
[16:25:03]		1048572		58660		989912
[16:25:06]		1048572		50348		998224
[16:25:09]		1048572		40052		1008520
[16:25:12]		1048572		36804		1011768
[16:25:15]		1048572		37224		1011348
[16:25:18]		1048572		52296		996276
[16:25:21]		1048572		43920		1004652
[16:25:24]		1048572		43436		1005136
[16:25:27]		1048572		56728		991844
[16:25:30]		1048572		57160		991412
[16:25:33]		1048572		58304		990268
[16:25:36]		1048572		61632		986940
[16:25:39]		1048572		60860		987712
[16:25:42]		1048572		67724		980848
[16:25:45]		1048572		63508		985064
[16:25:48]		1048572		64312		984260
[16:25:51]		1048572		67064		981508
[16:25:54]		1048572		76392		972180
[16:25:57]		1048572		80940		967632
[16:26:00]		1048572		80776		967796
[16:26:03]		1048572		91620		956952
[16:26:06]		1048572		130556		918016
[16:26:09]		1048572		101060		947512
[16:26:12]		1048572		93892		954680
[16:26:15]		1048572		109700		938872
[16:26:18]		1048572		105264		943308
[16:26:21]		1048572		99704		948868
[16:26:24]		1048572		106552		942020
[16:26:27]		1048572		102704		945868
[16:26:30]		1048572		101032		947540
[16:26:33]		1048572		100216		948356
[16:26:36]		1048572		97976		950596
[16:26:39]		1048572		96088		952484
[16:26:42]		1048572		96440		952132
[16:26:45]		1048572		83024		965548
[16:26:48]		1048572		82016		966556
[16:26:51]		1048572		85800		962772
[16:26:54]		1048572		106928		941644
[16:26:57]		1048572		102800		945772
[16:27:00]		1048572		104268		944304
[16:27:03]		1048572		21684		1026888
[16:27:06]		1048572		21684		1026888
[16:27:09]		1048572		21684		1026888
[16:27:12]		1048572		21684		1026888
[16:27:15]		1048572		21684		1026888
[16:27:18]		1048572		21640		1026932
[16:27:21]		1048572		21640		1026932
[16:27:24]		1048572		21640		1026932
[16:27:27]		1048572		21640		1026932
[16:27:30]		1048572		21640		1026932
[16:27:33]		1048572		21648		1026924
[16:27:36]		1048572		40036		1008536
[16:27:39]		1048572		46400		1002172
[16:27:42]		1048572		49116		999456
[16:27:45]		1048572		34656		1013916
[16:27:48]		1048572		35632		1012940
[16:27:51]		1048572		54496		994076
[16:27:54]		1048572		40716		1007856
[16:27:57]		1048572		40476		1008096
[16:28:00]		1048572		40328		1008244
[16:28:03]		1048572		40384		1008188
[16:28:06]		1048572		40916		1007656
[16:28:09]		1048572		40916		1007656
[16:28:13]		1048572		40904		1007668
[16:28:16]		1048572		51552		997020
[16:28:19]		1048572		37264		1011308
[16:28:22]		1048572		31520		1017052
[16:28:25]		1048572		47768		1000804
[16:28:28]		1048572		37768		1010804
[16:28:31]		1048572		38872		1009700
[16:28:34]		1048572		41728		1006844
[16:28:37]		1048572		38976		1009596
[16:28:40]		1048572		38724		1009848
[16:28:43]		1048572		38680		1009892
[16:28:46]		1048572		38680		1009892
[16:28:49]		1048572		38636		1009936
[16:28:52]		1048572		38632		1009940
[16:28:55]		1048572		40028		1008544
[16:28:58]		1048572		52788		995784
[16:29:01]		1048572		64812		983760
[16:29:04]		1048572		61212		987360
[16:29:07]		1048572		64732		983840
[16:29:10]		1048572		57676		990896
[16:29:13]		1048572		54112		994460
[16:29:16]		1048572		63484		985088
[16:29:19]		1048572		71428		977144
[16:29:22]		1048572		65328		983244
[16:29:25]		1048572		40384		1008188
[16:29:28]		1048572		61396		987176
[16:29:31]		1048572		89732		958840
[16:29:34]		1048572		87112		961460
[16:29:37]		1048572		50936		997636
[16:29:40]		1048572		70480		978092
[16:29:43]		1048572		78064		970508
[16:29:46]		1048572		76524		972048
[16:29:49]		1048572		88892		959680
[16:29:52]		1048572		95648		952924
[16:29:55]		1048572		62392		986180
[16:29:58]		1048572		60528		988044
[16:30:01]		1048572		52588		995984
[16:30:04]		1048572		47864		1000708
[16:30:07]		1048572		57548		991024
[16:30:10]		1048572		61572		987000
[16:30:13]		1048572		48348		1000224
[16:30:16]		1048572		48652		999920
[16:30:19]		1048572		51052		997520
[16:30:22]		1048572		52792		995780
[16:30:25]		1048572		53268		995304
[16:30:28]		1048572		53172		995400
[16:30:31]		1048572		53232		995340
[16:30:34]		1048572		55548		993024
[16:30:37]		1048572		54308		994264
[16:30:40]		1048572		54308		994264
[16:30:43]		1048572		54280		994292
[16:30:46]		1048572		53908		994664
[16:30:49]		1048572		53128		995444
[16:30:52]		1048572		53128		995444
[16:30:55]		1048572		21740		1026832
[16:30:58]		1048572		21736		1026836
[16:31:01]		1048572		21696		1026876
[16:31:04]		1048572		21696		1026876
[16:31:07]		1048572		21696		1026876
[16:31:10]		1048572		21696		1026876
[16:31:13]		1048572		21696		1026876
[16:31:16]		1048572		21696		1026876
[16:31:19]		1048572		21696		1026876
[16:31:22]		1048572		21696		1026876
[16:31:25]		1048572		21496		1027076
[16:31:28]		1048572		21496		1027076
[16:31:31]		1048572		21496		1027076
[16:31:34]		1048572		21496		1027076
[16:31:37]		1048572		21496		1027076
[16:31:40]		1048572		21496		1027076
[16:31:43]		1048572		21496		1027076
[16:31:46]		1048572		21496		1027076
[16:31:49]		1048572		21496		1027076
[16:31:52]		1048572		21496		1027076
[16:31:55]		1048572		21496		1027076
[16:31:58]		1048572		21492		1027080
[16:32:01]		1048572		21492		1027080
[16:32:04]		1048572		21492		1027080
[16:32:07]		1048572		21492		1027080
[16:32:10]		1048572		21492		1027080
[16:32:13]		1048572		21492		1027080
[16:32:16]		1048572		21492		1027080
[16:32:19]		1048572		21492		1027080
[16:32:22]		1048572		21492		1027080
[16:32:25]		1048572		21492		1027080
[16:32:28]		1048572		21492		1027080
[16:32:31]		1048572		21492		1027080
[16:32:34]		1048572		21492		1027080
[16:32:37]		1048572		21492		1027080
[16:32:40]		1048572		21492		1027080
[16:32:43]		1048572		21492		1027080
[16:32:46]		1048572		21492		1027080
[16:32:49]		1048572		21492		1027080
[16:32:52]		1048572		21492		1027080
[16:32:55]		1048572		21484		1027088
[16:32:58]		1048572		21484		1027088
[16:33:01]		1048572		21484		1027088
[16:33:04]		1048572		21484		1027088
[16:33:07]		1048572		21484		1027088
[16:33:10]		1048572		21484		1027088
[16:33:13]		1048572		21484		1027088
[16:33:16]		1048572		21484		1027088
[16:33:19]		1048572		21484		1027088
[16:33:22]		1048572		21480		1027092
[16:33:25]		1048572		21480		1027092
[16:33:28]		1048572		21480		1027092
[16:33:31]		1048572		21480		1027092
[16:33:34]		1048572		21480		1027092
[16:33:37]		1048572		21480		1027092
[16:33:40]		1048572		21480		1027092
[16:33:43]		1048572		21480		1027092
[16:33:46]		1048572		21480		1027092
[16:33:49]		1048572		21480		1027092
[16:33:52]		1048572		21480		1027092
[16:33:55]		1048572		21480		1027092
[16:33:58]		1048572		21480		1027092
[16:34:01]		1048572		21480		1027092
[16:34:04]		1048572		21480		1027092
[16:34:07]		1048572		21480		1027092
[16:34:10]		1048572		21480		1027092
[16:34:13]		1048572		21480		1027092
[16:34:16]		1048572		21480		1027092
[16:34:19]		1048572		21480		1027092
[16:34:22]		1048572		21480		1027092
[16:34:25]		1048572		21480		1027092
[16:34:28]		1048572		21480		1027092
[16:34:31]		1048572		21480		1027092
[16:34:34]		1048572		21480		1027092
[16:34:37]		1048572		21480		1027092
[16:34:40]		1048572		21480		1027092
[16:34:43]		1048572		21480		1027092
[16:34:46]		1048572		21480		1027092
[16:34:49]		1048572		21480		1027092
[16:34:52]		1048572		21480		1027092
[16:34:55]		1048572		21480		1027092
[16:34:58]		1048572		21480		1027092
[16:35:01]		1048572		21480		1027092
[16:35:04]		1048572		21480		1027092
[16:35:07]		1048572		21480		1027092
[16:35:10]		1048572		21480		1027092
[16:35:13]		1048572		21480		1027092
[16:35:16]		1048572		21480		1027092
[16:35:19]		1048572		21480		1027092
[16:35:22]		1048572		21480		1027092
[16:35:25]		1048572		21480		1027092
[16:35:28]		1048572		21480		1027092
[16:35:31]		1048572		21480		1027092
[16:35:34]		1048572		21480		1027092
[16:35:37]		1048572		21480		1027092
[16:35:40]		1048572		21480		1027092
