record in kb
time		total		used		free
[20:10:04]		1048572		16488		1032084
[20:10:07]		1048572		16448		1032124
[20:10:10]		1048572		16448		1032124
[20:10:13]		1048572		16448		1032124
[20:10:16]		1048572		16448		1032124
[20:10:19]		1048572		16448		1032124
[20:10:22]		1048572		16448		1032124
[20:10:25]		1048572		16444		1032128
[20:10:28]		1048572		16444		1032128
[20:10:31]		1048572		16444		1032128
[20:10:34]		1048572		16444		1032128
[20:10:37]		1048572		16444		1032128
[20:10:40]		1048572		16444		1032128
[20:10:43]		1048572		16444		1032128
[20:10:46]		1048572		16444		1032128
[20:10:49]		1048572		16444		1032128
[20:10:52]		1048572		16444		1032128
[20:10:55]		1048572		16444		1032128
[20:10:58]		1048572		16444		1032128
[20:11:01]		1048572		16636		1031936
[20:11:04]		1048572		16636		1031936
[20:11:07]		1048572		16636		1031936
[20:11:10]		1048572		16508		1032064
[20:11:13]		1048572		16448		1032124
[20:11:16]		1048572		16448		1032124
[20:11:19]		1048572		16444		1032128
[20:11:22]		1048572		16444		1032128
[20:11:25]		1048572		18788		1029784
[20:11:28]		1048572		18788		1029784
[20:11:31]		1048572		18788		1029784
[20:11:34]		1048572		18788		1029784
[20:11:37]		1048572		18788		1029784
[20:11:40]		1048572		18788		1029784
[20:11:43]		1048572		18788		1029784
[20:11:46]		1048572		18788		1029784
[20:11:49]		1048572		18788		1029784
[20:11:52]		1048572		18788		1029784
[20:11:55]		1048572		18788		1029784
[20:11:58]		1048572		18788		1029784
[20:12:01]		1048572		18788		1029784
[20:12:04]		1048572		18788		1029784
[20:12:07]		1048572		19300		1029272
[20:12:10]		1048572		19300		1029272
[20:12:13]		1048572		19300		1029272
[20:12:16]		1048572		19300		1029272
[20:12:19]		1048572		19300		1029272
[20:12:22]		1048572		19300		1029272
[20:12:25]		1048572		19300		1029272
[20:12:28]		1048572		19300		1029272
[20:12:31]		1048572		19300		1029272
[20:12:34]		1048572		19300		1029272
[20:12:37]		1048572		19300		1029272
[20:12:41]		1048572		19300		1029272
[20:12:44]		1048572		19296		1029276
[20:12:47]		1048572		19296		1029276
[20:12:50]		1048572		19296		1029276
[20:12:53]		1048572		19296		1029276
[20:12:56]		1048572		19296		1029276
[20:12:59]		1048572		19296		1029276
[20:13:02]		1048572		19048		1029524
[20:13:05]		1048572		19048		1029524
[20:13:08]		1048572		19048		1029524
[20:13:11]		1048572		19048		1029524
[20:13:14]		1048572		19048		1029524
[20:13:17]		1048572		19048		1029524
[20:13:20]		1048572		19048		1029524
[20:13:23]		1048572		19048		1029524
[20:13:26]		1048572		19048		1029524
[20:13:29]		1048572		19048		1029524
[20:13:32]		1048572		19048		1029524
[20:13:35]		1048572		19048		1029524
[20:13:38]		1048572		19048		1029524
[20:13:41]		1048572		19048		1029524
[20:13:44]		1048572		19000		1029572
[20:13:47]		1048572		18936		1029636
[20:13:50]		1048572		18936		1029636
[20:13:53]		1048572		18936		1029636
[20:13:56]		1048572		18936		1029636
[20:13:59]		1048572		18936		1029636
[20:14:02]		1048572		18936		1029636
[20:14:05]		1048572		18936		1029636
[20:14:08]		1048572		18936		1029636
[20:14:11]		1048572		18936		1029636
[20:14:14]		1048572		18936		1029636
[20:14:17]		1048572		18936		1029636
[20:14:20]		1048572		18936		1029636
[20:14:23]		1048572		18936		1029636
[20:14:26]		1048572		18936		1029636
[20:14:29]		1048572		18936		1029636
[20:14:32]		1048572		18936		1029636
[20:14:35]		1048572		18936		1029636
[20:14:38]		1048572		18936		1029636
[20:14:41]		1048572		18936		1029636
[20:14:44]		1048572		18936		1029636
[20:14:47]		1048572		18936		1029636
[20:14:50]		1048572		18936		1029636
[20:14:53]		1048572		18936		1029636
[20:14:56]		1048572		18936		1029636
[20:14:59]		1048572		18936		1029636
[20:15:02]		1048572		18936		1029636
[20:15:05]		1048572		18936		1029636
[20:15:08]		1048572		18936		1029636
[20:15:11]		1048572		18936		1029636
[20:15:14]		1048572		18936		1029636
[20:15:17]		1048572		18936		1029636
[20:15:20]		1048572		18936		1029636
[20:15:23]		1048572		18936		1029636
[20:15:26]		1048572		18936		1029636
[20:15:29]		1048572		18936		1029636
[20:15:32]		1048572		18936		1029636
[20:15:35]		1048572		18936		1029636
[20:15:38]		1048572		18936		1029636
[20:15:41]		1048572		18936		1029636
[20:15:44]		1048572		18936		1029636
[20:15:47]		1048572		18936		1029636
[20:15:50]		1048572		18936		1029636
[20:15:53]		1048572		18936		1029636
[20:15:56]		1048572		18936		1029636
[20:15:59]		1048572		18936		1029636
[20:16:02]		1048572		18936		1029636
