record in kb
time		total		used		free
[19:50:24]		1048572		13396		1035176
[19:50:27]		1048572		13392		1035180
[19:50:30]		1048572		13392		1035180
[19:50:33]		1048572		13392		1035180
[19:50:36]		1048572		13392		1035180
[19:50:39]		1048572		13392		1035180
[19:50:42]		1048572		13392		1035180
[19:50:45]		1048572		13392		1035180
[19:50:48]		1048572		13388		1035184
[19:50:51]		1048572		13388		1035184
[19:50:54]		1048572		13388		1035184
[19:50:57]		1048572		13388		1035184
[19:51:00]		1048572		13388		1035184
[19:51:03]		1048572		13388		1035184
[19:51:06]		1048572		13388		1035184
[19:51:09]		1048572		13388		1035184
[19:51:12]		1048572		13388		1035184
[19:51:15]		1048572		13388		1035184
[19:51:18]		1048572		13388		1035184
[19:51:21]		1048572		13388		1035184
[19:51:24]		1048572		13388		1035184
[19:51:27]		1048572		13408		1035164
[19:51:30]		1048572		13408		1035164
[19:51:33]		1048572		13408		1035164
[19:51:36]		1048572		16044		1032528
[19:51:39]		1048572		16988		1031584
[19:51:42]		1048572		17588		1030984
[19:51:45]		1048572		18092		1030480
[19:51:48]		1048572		18092		1030480
[19:51:51]		1048572		18092		1030480
[19:51:54]		1048572		18092		1030480
[19:51:57]		1048572		18092		1030480
[19:52:00]		1048572		18092		1030480
[19:52:03]		1048572		18312		1030260
[19:52:06]		1048572		18312		1030260
[19:52:09]		1048572		18312		1030260
[19:52:12]		1048572		18376		1030196
[19:52:15]		1048572		18376		1030196
[19:52:18]		1048572		18376		1030196
[19:52:21]		1048572		18520		1030052
[19:52:24]		1048572		18520		1030052
[19:52:27]		1048572		18520		1030052
[19:52:30]		1048572		18520		1030052
[19:52:33]		1048572		18520		1030052
[19:52:36]		1048572		18520		1030052
[19:52:39]		1048572		18520		1030052
[19:52:42]		1048572		18520		1030052
[19:52:45]		1048572		19036		1029536
[19:52:48]		1048572		19036		1029536
[19:52:51]		1048572		19036		1029536
[19:52:54]		1048572		19036		1029536
[19:52:57]		1048572		19036		1029536
[19:53:00]		1048572		19036		1029536
[19:53:03]		1048572		19036		1029536
[19:53:06]		1048572		20180		1028392
[19:53:09]		1048572		20172		1028400
[19:53:12]		1048572		17800		1030772
[19:53:15]		1048572		17800		1030772
[19:53:18]		1048572		17800		1030772
[19:53:21]		1048572		17800		1030772
[19:53:24]		1048572		17800		1030772
[19:53:27]		1048572		17800		1030772
[19:53:30]		1048572		17800		1030772
[19:53:33]		1048572		17800		1030772
[19:53:36]		1048572		17800		1030772
[19:53:39]		1048572		17800		1030772
[19:53:42]		1048572		17800		1030772
[19:53:45]		1048572		17800		1030772
[19:53:48]		1048572		17800		1030772
[19:53:51]		1048572		17608		1030964
[19:53:54]		1048572		17596		1030976
[19:53:57]		1048572		17596		1030976
[19:54:00]		1048572		17596		1030976
[19:54:03]		1048572		17596		1030976
[19:54:06]		1048572		17596		1030976
[19:54:09]		1048572		17596		1030976
[19:54:12]		1048572		17596		1030976
[19:54:15]		1048572		17596		1030976
[19:54:18]		1048572		17596		1030976
[19:54:21]		1048572		17588		1030984
[19:54:24]		1048572		17588		1030984
