record in kb
time		total		used		free
[08:55:58]		1048572		15200		1033372
[08:56:01]		1048572		15200		1033372
[08:56:04]		1048572		15200		1033372
[08:56:07]		1048572		15200		1033372
[08:56:10]		1048572		15200		1033372
[08:56:13]		1048572		15200		1033372
[08:56:16]		1048572		15200		1033372
[08:56:19]		1048572		15200		1033372
[08:56:22]		1048572		15200		1033372
[08:56:25]		1048572		15200		1033372
[08:56:28]		1048572		15200		1033372
[08:56:31]		1048572		20688		1027884
[08:56:34]		1048572		34676		1013896
[08:56:37]		1048572		68048		980524
[08:56:40]		1048572		68044		980528
[08:56:43]		1048572		68044		980528
[08:56:46]		1048572		68044		980528
[08:56:49]		1048572		68044		980528
[08:56:52]		1048572		68044		980528
[08:56:55]		1048572		68044		980528
[08:56:58]		1048572		68044		980528
[08:57:01]		1048572		66624		981948
[08:57:04]		1048572		66624		981948
[08:57:07]		1048572		18132		1030440
[08:57:10]		1048572		18132		1030440
[08:57:13]		1048572		18132		1030440
[08:57:16]		1048572		18132		1030440
[08:57:19]		1048572		18132		1030440
[08:57:22]		1048572		18132		1030440
[08:57:25]		1048572		18128		1030444
