record in kb
time		total		used		free
[14:31:35]		1048572		0		1048572
[14:31:38]		1048572		0		1048572
[14:31:41]		1048572		0		1048572
[14:31:44]		1048572		0		1048572
[14:31:47]		1048572		0		1048572
[14:31:50]		1048572		0		1048572
[14:31:53]		1048572		0		1048572
[14:31:56]		1048572		0		1048572
[14:31:59]		1048572		0		1048572
[14:32:02]		1048572		0		1048572
[14:32:05]		1048572		0		1048572
[14:32:08]		1048572		0		1048572
[14:32:11]		1048572		0		1048572
[14:32:14]		1048572		0		1048572
[14:32:17]		1048572		0		1048572
[14:32:20]		1048572		0		1048572
[14:32:23]		1048572		0		1048572
[14:32:26]		1048572		0		1048572
[14:32:29]		1048572		0		1048572
[14:32:32]		1048572		0		1048572
[14:32:35]		1048572		0		1048572
[14:32:38]		1048572		0		1048572
[14:32:41]		1048572		0		1048572
[14:32:44]		1048572		0		1048572
[14:32:47]		1048572		0		1048572
[14:32:50]		1048572		0		1048572
[14:32:53]		1048572		0		1048572
[14:32:56]		1048572		0		1048572
[14:32:59]		1048572		0		1048572
[14:33:02]		1048572		0		1048572
[14:33:05]		1048572		0		1048572
[14:33:08]		1048572		0		1048572
[14:33:11]		1048572		0		1048572
[14:33:14]		1048572		0		1048572
[14:33:17]		1048572		0		1048572
[14:33:20]		1048572		0		1048572
[14:33:23]		1048572		0		1048572
[14:33:26]		1048572		0		1048572
[14:33:29]		1048572		0		1048572
[14:33:32]		1048572		0		1048572
[14:33:35]		1048572		0		1048572
[14:33:38]		1048572		0		1048572
[14:33:41]		1048572		0		1048572
[14:33:44]		1048572		0		1048572
[14:33:47]		1048572		0		1048572
[14:33:50]		1048572		0		1048572
[14:33:53]		1048572		0		1048572
[14:33:56]		1048572		0		1048572
[14:33:59]		1048572		0		1048572
[14:34:02]		1048572		0		1048572
[14:34:05]		1048572		0		1048572
[14:34:08]		1048572		0		1048572
[14:34:11]		1048572		0		1048572
[14:34:14]		1048572		0		1048572
[14:34:17]		1048572		0		1048572
[14:34:20]		1048572		0		1048572
[14:34:23]		1048572		0		1048572
[14:34:26]		1048572		0		1048572
[14:34:29]		1048572		0		1048572
[14:34:32]		1048572		0		1048572
[14:34:35]		1048572		0		1048572
[14:34:38]		1048572		0		1048572
[14:34:41]		1048572		0		1048572
[14:34:44]		1048572		0		1048572
[14:34:47]		1048572		0		1048572
[14:34:50]		1048572		0		1048572
[14:34:53]		1048572		0		1048572
[14:34:56]		1048572		0		1048572
[14:34:59]		1048572		0		1048572
[14:35:02]		1048572		0		1048572
[14:35:05]		1048572		0		1048572
[14:35:08]		1048572		0		1048572
[14:35:11]		1048572		0		1048572
[14:35:14]		1048572		0		1048572
[14:35:17]		1048572		0		1048572
[14:35:20]		1048572		0		1048572
[14:35:23]		1048572		0		1048572
[14:35:26]		1048572		0		1048572
[14:35:29]		1048572		0		1048572
[14:35:32]		1048572		0		1048572
[14:35:35]		1048572		0		1048572
[14:35:38]		1048572		0		1048572
[14:35:41]		1048572		0		1048572
[14:35:44]		1048572		0		1048572
[14:35:47]		1048572		0		1048572
[14:35:50]		1048572		0		1048572
[14:35:53]		1048572		0		1048572
[14:35:56]		1048572		0		1048572
[14:35:59]		1048572		0		1048572
[14:36:02]		1048572		0		1048572
[14:36:05]		1048572		0		1048572
[14:36:08]		1048572		0		1048572
[14:36:11]		1048572		0		1048572
[14:36:14]		1048572		0		1048572
[14:36:17]		1048572		0		1048572
[14:36:20]		1048572		0		1048572
[14:36:23]		1048572		0		1048572
[14:36:26]		1048572		0		1048572
[14:36:29]		1048572		0		1048572
[14:36:32]		1048572		0		1048572
[14:36:35]		1048572		0		1048572
[14:36:38]		1048572		0		1048572
[14:36:41]		1048572		0		1048572
[14:36:44]		1048572		0		1048572
[14:36:47]		1048572		0		1048572
[14:36:50]		1048572		0		1048572
[14:36:53]		1048572		0		1048572
[14:36:56]		1048572		0		1048572
[14:36:59]		1048572		0		1048572
[14:37:02]		1048572		0		1048572
[14:37:05]		1048572		0		1048572
[14:37:08]		1048572		0		1048572
[14:37:11]		1048572		0		1048572
[14:37:14]		1048572		0		1048572
[14:37:17]		1048572		0		1048572
[14:37:20]		1048572		0		1048572
[14:37:23]		1048572		0		1048572
[14:37:26]		1048572		0		1048572
[14:37:29]		1048572		0		1048572
[14:37:32]		1048572		0		1048572
[14:37:35]		1048572		0		1048572
[14:37:38]		1048572		0		1048572
[14:37:41]		1048572		0		1048572
[14:37:44]		1048572		0		1048572
[14:37:47]		1048572		0		1048572
[14:37:50]		1048572		0		1048572
[14:37:53]		1048572		0		1048572
[14:37:56]		1048572		0		1048572
[14:37:59]		1048572		0		1048572
[14:38:02]		1048572		0		1048572
[14:38:05]		1048572		0		1048572
[14:38:08]		1048572		0		1048572
[14:38:11]		1048572		0		1048572
[14:38:14]		1048572		0		1048572
[14:38:17]		1048572		0		1048572
[14:38:20]		1048572		0		1048572
[14:38:23]		1048572		0		1048572
[14:38:26]		1048572		0		1048572
[14:38:29]		1048572		0		1048572
[14:38:32]		1048572		0		1048572
[14:38:35]		1048572		0		1048572
