record in kb
time		total		used		free
[13:48:04]		1048572		2192		1046380
[13:48:07]		1048572		10872		1037700
[13:48:10]		1048572		18516		1030056
[13:48:13]		1048572		18516		1030056
[13:48:16]		1048572		18516		1030056
[13:48:19]		1048572		18516		1030056
[13:48:22]		1048572		18516		1030056
[13:48:25]		1048572		18508		1030064
[13:48:28]		1048572		18508		1030064
[13:48:31]		1048572		18508		1030064
[13:48:34]		1048572		18508		1030064
[13:48:37]		1048572		18508		1030064
[13:48:40]		1048572		18504		1030068
[13:48:43]		1048572		18504		1030068
[13:48:46]		1048572		18520		1030052
[13:48:49]		1048572		22168		1026404
[13:48:52]		1048572		48976		999596
[13:48:55]		1048572		61376		987196
[13:48:58]		1048572		20568		1028004
[13:49:01]		1048572		24368		1024204
[13:49:04]		1048572		20336		1028236
[13:49:07]		1048572		20336		1028236
[13:49:10]		1048572		20336		1028236
[13:49:13]		1048572		20336		1028236
[13:49:16]		1048572		30312		1018260
[13:49:19]		1048572		29156		1019416
[13:49:22]		1048572		24516		1024056
[13:49:25]		1048572		58976		989596
[13:49:28]		1048572		72560		976012
[13:49:31]		1048572		78648		969924
[13:49:34]		1048572		107340		941232
[13:49:37]		1048572		130416		918156
[13:49:40]		1048572		144540		904032
[13:49:43]		1048572		153852		894720
[13:49:46]		1048572		160996		887576
[13:49:49]		1048572		163828		884744
[13:49:52]		1048572		149504		899068
[13:49:55]		1048572		146988		901584
[13:49:58]		1048572		140580		907992
[13:50:01]		1048572		160868		887704
[13:50:04]		1048572		159424		889148
[13:50:07]		1048572		168488		880084
[13:50:10]		1048572		156904		891668
[13:50:13]		1048572		171832		876740
[13:50:16]		1048572		151832		896740
[13:50:19]		1048572		168356		880216
[13:50:22]		1048572		173708		874864
[13:50:25]		1048572		176096		872476
[13:50:28]		1048572		169852		878720
[13:50:31]		1048572		166036		882536
[13:50:34]		1048572		167376		881196
[13:50:37]		1048572		176612		871960
[13:50:40]		1048572		170504		878068
[13:50:43]		1048572		181404		867168
[13:50:46]		1048572		161188		887384
[13:50:49]		1048572		172588		875984
[13:50:52]		1048572		167948		880624
[13:50:55]		1048572		178128		870444
[13:50:58]		1048572		185660		862912
[13:51:01]		1048572		183532		865040
[13:51:04]		1048572		175808		872764
[13:51:07]		1048572		198384		850188
[13:51:10]		1048572		200896		847676
[13:51:13]		1048572		203420		845152
[13:51:16]		1048572		200008		848564
[13:51:19]		1048572		199568		849004
[13:51:22]		1048572		206132		842440
[13:51:25]		1048572		182608		865964
[13:51:28]		1048572		185488		863084
[13:51:31]		1048572		188652		859920
[13:51:34]		1048572		198820		849752
[13:51:37]		1048572		199756		848816
[13:51:40]		1048572		206084		842488
[13:51:43]		1048572		205544		843028
[13:51:46]		1048572		203236		845336
[13:51:49]		1048572		197584		850988
[13:51:52]		1048572		196756		851816
[13:51:55]		1048572		196340		852232
[13:51:58]		1048572		232200		816372
[13:52:01]		1048572		212080		836492
[13:52:04]		1048572		242996		805576
[13:52:07]		1048572		223872		824700
[13:52:10]		1048572		227796		820776
[13:52:13]		1048572		231720		816852
[13:52:16]		1048572		221268		827304
[13:52:19]		1048572		234752		813820
[13:52:22]		1048572		232472		816100
[13:52:25]		1048572		230088		818484
[13:52:28]		1048572		229124		819448
[13:52:31]		1048572		221028		827544
[13:52:34]		1048572		235408		813164
[13:52:37]		1048572		232496		816076
[13:52:40]		1048572		225200		823372
[13:52:43]		1048572		224372		824200
[13:52:46]		1048572		226400		822172
[13:52:49]		1048572		233980		814592
[13:52:52]		1048572		234732		813840
[13:52:55]		1048572		230796		817776
[13:52:58]		1048572		238944		809628
[13:53:01]		1048572		242040		806532
[13:53:04]		1048572		234324		814248
[13:53:07]		1048572		222516		826056
[13:53:10]		1048572		225296		823276
[13:53:13]		1048572		219580		828992
[13:53:17]		1048572		228040		820532
[13:53:20]		1048572		222340		826232
[13:53:23]		1048572		242200		806372
[13:53:26]		1048572		243564		805008
[13:53:29]		1048572		253964		794608
[13:53:32]		1048572		253036		795536
[13:53:35]		1048572		259476		789096
[13:53:38]		1048572		259576		788996
[13:53:41]		1048572		261128		787444
[13:53:44]		1048572		265828		782744
[13:53:47]		1048572		274396		774176
[13:53:50]		1048572		293892		754680
[13:53:53]		1048572		263896		784676
[13:53:56]		1048572		261804		786768
[13:53:59]		1048572		265948		782624
[13:54:02]		1048572		263684		784888
[13:54:05]		1048572		268852		779720
[13:54:08]		1048572		262468		786104
[13:54:11]		1048572		269016		779556
[13:54:14]		1048572		269568		779004
[13:54:17]		1048572		265828		782744
[13:54:20]		1048572		264400		784172
[13:54:23]		1048572		260444		788128
[13:54:26]		1048572		256808		791764
[13:54:29]		1048572		263696		784876
[13:54:32]		1048572		268956		779616
[13:54:35]		1048572		272236		776336
[13:54:38]		1048572		268156		780416
[13:54:41]		1048572		265096		783476
[13:54:44]		1048572		262720		785852
[13:54:47]		1048572		274668		773904
[13:54:50]		1048572		291700		756872
[13:54:53]		1048572		285156		763416
[13:54:56]		1048572		282800		765772
[13:54:59]		1048572		279132		769440
[13:55:02]		1048572		297432		751140
[13:55:05]		1048572		256492		792080
[13:55:08]		1048572		263656		784916
[13:55:11]		1048572		251848		796724
[13:55:14]		1048572		267020		781552
[13:55:17]		1048572		266756		781816
[13:55:20]		1048572		264396		784176
[13:55:23]		1048572		266412		782160
[13:55:26]		1048572		271136		777436
[13:55:29]		1048572		278996		769576
[13:55:32]		1048572		278000		770572
[13:55:35]		1048572		268820		779752
[13:55:38]		1048572		274272		774300
[13:55:41]		1048572		271776		776796
[13:55:44]		1048572		265052		783520
[13:55:47]		1048572		266448		782124
[13:55:50]		1048572		275516		773056
[13:55:53]		1048572		275472		773100
[13:55:56]		1048572		280148		768424
[13:55:59]		1048572		305024		743548
[13:56:02]		1048572		318076		730496
[13:56:05]		1048572		324664		723908
[13:56:08]		1048572		307940		740632
[13:56:11]		1048572		318664		729908
[13:56:14]		1048572		285492		763080
[13:56:17]		1048572		284992		763580
[13:56:20]		1048572		271980		776592
[13:56:23]		1048572		302940		745632
[13:56:26]		1048572		298420		750152
[13:56:29]		1048572		315140		733432
[13:56:32]		1048572		318604		729968
[13:56:35]		1048572		295648		752924
[13:56:38]		1048572		306708		741864
[13:56:41]		1048572		288736		759836
[13:56:44]		1048572		280688		767884
[13:56:47]		1048572		271284		777288
[13:56:50]		1048572		299176		749396
[13:56:53]		1048572		303820		744752
[13:56:56]		1048572		299280		749292
[13:56:59]		1048572		279484		769088
[13:57:02]		1048572		287888		760684
[13:57:05]		1048572		280952		767620
[13:57:08]		1048572		287620		760952
[13:57:11]		1048572		291424		757148
[13:57:14]		1048572		287024		761548
[13:57:17]		1048572		304992		743580
[13:57:20]		1048572		292656		755916
[13:57:23]		1048572		310688		737884
[13:57:26]		1048572		286260		762312
[13:57:29]		1048572		284648		763924
[13:57:32]		1048572		278768		769804
[13:57:35]		1048572		309520		739052
[13:57:38]		1048572		318128		730444
[13:57:41]		1048572		306128		742444
[13:57:44]		1048572		279760		768812
[13:57:47]		1048572		266456		782116
[13:57:50]		1048572		271852		776720
[13:57:53]		1048572		288108		760464
[13:57:56]		1048572		276952		771620
[13:57:59]		1048572		286428		762144
[13:58:02]		1048572		263204		785368
[13:58:05]		1048572		280912		767660
[13:58:08]		1048572		159172		889400
[13:58:11]		1048572		62264		986308
[13:58:14]		1048572		37540		1011032
[13:58:17]		1048572		23164		1025408
[13:58:20]		1048572		23136		1025436
[13:58:23]		1048572		36920		1011652
[13:58:26]		1048572		28192		1020380
[13:58:29]		1048572		35856		1012716
[13:58:32]		1048572		61724		986848
[13:58:35]		1048572		77000		971572
[13:58:38]		1048572		84028		964544
[13:58:41]		1048572		49424		999148
[13:58:44]		1048572		23676		1024896
[13:58:47]		1048572		23676		1024896
[13:58:50]		1048572		23676		1024896
[13:58:53]		1048572		47432		1001140
[13:58:56]		1048572		83080		965492
[13:58:59]		1048572		164712		883860
[13:59:02]		1048572		225464		823108
