record in kb
time		total		used		free
[13:24:24]		1048572		2292		1046280
[13:24:27]		1048572		2292		1046280
[13:24:30]		1048572		2292		1046280
[13:24:33]		1048572		2292		1046280
[13:24:36]		1048572		2292		1046280
[13:24:39]		1048572		2292		1046280
[13:24:42]		1048572		2292		1046280
[13:24:45]		1048572		2292		1046280
[13:24:48]		1048572		2292		1046280
[13:24:51]		1048572		2292		1046280
[13:24:54]		1048572		2292		1046280
[13:24:57]		1048572		2292		1046280
[13:25:00]		1048572		2292		1046280
[13:25:03]		1048572		2292		1046280
[13:25:06]		1048572		2292		1046280
[13:25:09]		1048572		2292		1046280
[13:25:12]		1048572		2292		1046280
[13:25:16]		1048572		2292		1046280
[13:25:19]		1048572		2292		1046280
[13:25:22]		1048572		2292		1046280
[13:25:25]		1048572		2292		1046280
[13:25:28]		1048572		2292		1046280
[13:25:31]		1048572		2292		1046280
[13:25:34]		1048572		2292		1046280
[13:25:37]		1048572		2292		1046280
[13:25:40]		1048572		2292		1046280
[13:25:43]		1048572		2292		1046280
[13:25:46]		1048572		2292		1046280
[13:25:49]		1048572		2292		1046280
[13:25:52]		1048572		2292		1046280
[13:25:55]		1048572		2292		1046280
[13:25:58]		1048572		2292		1046280
[13:26:01]		1048572		2292		1046280
[13:26:04]		1048572		2292		1046280
[13:26:07]		1048572		2292		1046280
[13:26:10]		1048572		2292		1046280
[13:26:13]		1048572		2292		1046280
[13:26:16]		1048572		2292		1046280
[13:26:19]		1048572		2292		1046280
[13:26:22]		1048572		2292		1046280
[13:26:25]		1048572		2292		1046280
[13:26:28]		1048572		2292		1046280
[13:26:31]		1048572		2292		1046280
[13:26:34]		1048572		2292		1046280
[13:26:37]		1048572		2292		1046280
[13:26:40]		1048572		2292		1046280
[13:26:43]		1048572		2292		1046280
[13:26:46]		1048572		2292		1046280
[13:26:49]		1048572		2292		1046280
[13:26:52]		1048572		2292		1046280
[13:26:55]		1048572		2292		1046280
[13:26:58]		1048572		2292		1046280
[13:27:01]		1048572		2292		1046280
[13:27:04]		1048572		2292		1046280
[13:27:07]		1048572		2292		1046280
[13:27:10]		1048572		2292		1046280
[13:27:13]		1048572		2292		1046280
[13:27:16]		1048572		2292		1046280
[13:27:19]		1048572		2292		1046280
[13:27:22]		1048572		2292		1046280
[13:27:25]		1048572		2292		1046280
[13:27:28]		1048572		2292		1046280
[13:27:31]		1048572		2292		1046280
[13:27:34]		1048572		2292		1046280
[13:27:37]		1048572		2292		1046280
[13:27:40]		1048572		2292		1046280
[13:27:43]		1048572		2292		1046280
[13:27:46]		1048572		2292		1046280
[13:27:49]		1048572		2292		1046280
[13:27:52]		1048572		2292		1046280
[13:27:55]		1048572		2292		1046280
[13:27:58]		1048572		2292		1046280
[13:28:01]		1048572		2292		1046280
[13:28:04]		1048572		2292		1046280
[13:28:07]		1048572		2292		1046280
[13:28:10]		1048572		2292		1046280
[13:28:13]		1048572		2292		1046280
[13:28:16]		1048572		2292		1046280
[13:28:19]		1048572		2292		1046280
[13:28:22]		1048572		2292		1046280
[13:28:25]		1048572		2292		1046280
[13:28:28]		1048572		2292		1046280
[13:28:31]		1048572		2292		1046280
[13:28:34]		1048572		2292		1046280
[13:28:37]		1048572		2292		1046280
[13:28:40]		1048572		2292		1046280
[13:28:43]		1048572		2292		1046280
[13:28:46]		1048572		2292		1046280
[13:28:49]		1048572		2292		1046280
[13:28:52]		1048572		2292		1046280
[13:28:55]		1048572		2292		1046280
[13:28:58]		1048572		2292		1046280
[13:29:01]		1048572		2292		1046280
[13:29:04]		1048572		2292		1046280
[13:29:07]		1048572		2292		1046280
[13:29:10]		1048572		2292		1046280
[13:29:13]		1048572		2292		1046280
[13:29:16]		1048572		2292		1046280
[13:29:19]		1048572		2292		1046280
[13:29:22]		1048572		2292		1046280
[13:29:25]		1048572		2292		1046280
[13:29:28]		1048572		2292		1046280
[13:29:31]		1048572		2292		1046280
[13:29:34]		1048572		2292		1046280
[13:29:37]		1048572		2292		1046280
[13:29:40]		1048572		2292		1046280
[13:29:43]		1048572		2292		1046280
[13:29:46]		1048572		2292		1046280
[13:29:49]		1048572		2292		1046280
[13:29:52]		1048572		2292		1046280
[13:29:55]		1048572		2292		1046280
[13:29:58]		1048572		2292		1046280
[13:30:01]		1048572		2292		1046280
[13:30:04]		1048572		2292		1046280
[13:30:07]		1048572		2292		1046280
[13:30:10]		1048572		2292		1046280
[13:30:13]		1048572		2292		1046280
[13:30:16]		1048572		2292		1046280
[13:30:19]		1048572		2292		1046280
[13:30:22]		1048572		2292		1046280
[13:30:25]		1048572		2292		1046280
[13:30:28]		1048572		2292		1046280
[13:30:31]		1048572		2292		1046280
[13:30:34]		1048572		2292		1046280
[13:30:37]		1048572		2292		1046280
[13:30:40]		1048572		2292		1046280
[13:30:43]		1048572		2292		1046280
[13:30:46]		1048572		2292		1046280
[13:30:49]		1048572		2292		1046280
[13:30:52]		1048572		2292		1046280
[13:30:55]		1048572		2292		1046280
[13:30:58]		1048572		2292		1046280
[13:31:01]		1048572		2292		1046280
[13:31:04]		1048572		2292		1046280
[13:31:07]		1048572		2292		1046280
[13:31:10]		1048572		2292		1046280
[13:31:13]		1048572		2292		1046280
[13:31:16]		1048572		2292		1046280
[13:31:19]		1048572		2292		1046280
[13:31:22]		1048572		2292		1046280
[13:31:25]		1048572		2292		1046280
[13:31:28]		1048572		2292		1046280
[13:31:31]		1048572		2292		1046280
[13:31:35]		1048572		2292		1046280
[13:31:38]		1048572		2292		1046280
[13:31:41]		1048572		2292		1046280
[13:31:44]		1048572		2292		1046280
[13:31:47]		1048572		2292		1046280
[13:31:50]		1048572		2292		1046280
[13:31:53]		1048572		2292		1046280
[13:31:56]		1048572		2292		1046280
[13:31:59]		1048572		2292		1046280
[13:32:02]		1048572		2292		1046280
[13:32:05]		1048572		2292		1046280
[13:32:08]		1048572		2292		1046280
[13:32:11]		1048572		2292		1046280
[13:32:14]		1048572		2292		1046280
[13:32:17]		1048572		2292		1046280
[13:32:20]		1048572		2292		1046280
[13:32:23]		1048572		2292		1046280
[13:32:26]		1048572		2292		1046280
[13:32:29]		1048572		2292		1046280
[13:32:32]		1048572		2292		1046280
[13:32:35]		1048572		2292		1046280
[13:32:38]		1048572		2292		1046280
[13:32:41]		1048572		2292		1046280
[13:32:44]		1048572		2292		1046280
[13:32:47]		1048572		2292		1046280
[13:32:50]		1048572		2292		1046280
[13:32:53]		1048572		2292		1046280
[13:32:56]		1048572		2292		1046280
[13:32:59]		1048572		2292		1046280
[13:33:02]		1048572		2292		1046280
[13:33:05]		1048572		2292		1046280
[13:33:08]		1048572		2292		1046280
[13:33:11]		1048572		2292		1046280
[13:33:14]		1048572		2292		1046280
[13:33:17]		1048572		2292		1046280
[13:33:20]		1048572		2292		1046280
[13:33:23]		1048572		2292		1046280
[13:33:26]		1048572		2292		1046280
[13:33:29]		1048572		2292		1046280
[13:33:32]		1048572		2292		1046280
[13:33:35]		1048572		2292		1046280
[13:33:38]		1048572		2292		1046280
[13:33:41]		1048572		2292		1046280
[13:33:44]		1048572		2292		1046280
[13:33:47]		1048572		2292		1046280
[13:33:50]		1048572		2292		1046280
[13:33:53]		1048572		2292		1046280
[13:33:56]		1048572		2292		1046280
[13:33:59]		1048572		2292		1046280
[13:34:02]		1048572		2292		1046280
[13:34:05]		1048572		2292		1046280
[13:34:08]		1048572		2292		1046280
[13:34:11]		1048572		2292		1046280
[13:34:14]		1048572		2292		1046280
[13:34:17]		1048572		2292		1046280
[13:34:20]		1048572		2292		1046280
[13:34:23]		1048572		2292		1046280
[13:34:26]		1048572		2292		1046280
[13:34:29]		1048572		2292		1046280
[13:34:32]		1048572		2292		1046280
[13:34:35]		1048572		2292		1046280
[13:34:38]		1048572		2292		1046280
[13:34:41]		1048572		2292		1046280
[13:34:44]		1048572		2292		1046280
[13:34:47]		1048572		2292		1046280
[13:34:50]		1048572		2292		1046280
[13:34:53]		1048572		2292		1046280
[13:34:56]		1048572		2292		1046280
[13:34:59]		1048572		2292		1046280
[13:35:02]		1048572		2292		1046280
[13:35:05]		1048572		2292		1046280
[13:35:08]		1048572		2292		1046280
[13:35:11]		1048572		2292		1046280
[13:35:14]		1048572		2292		1046280
[13:35:17]		1048572		2292		1046280
[13:35:20]		1048572		2292		1046280
[13:35:23]		1048572		2292		1046280
[13:35:26]		1048572		2292		1046280
[13:35:29]		1048572		2292		1046280
[13:35:32]		1048572		2292		1046280
[13:35:35]		1048572		2292		1046280
[13:35:38]		1048572		2292		1046280
[13:35:41]		1048572		2292		1046280
[13:35:44]		1048572		2292		1046280
[13:35:47]		1048572		2292		1046280
[13:35:50]		1048572		2292		1046280
[13:35:53]		1048572		2292		1046280
[13:35:56]		1048572		2292		1046280
[13:35:59]		1048572		2292		1046280
[13:36:02]		1048572		2292		1046280
[13:36:05]		1048572		2292		1046280
[13:36:08]		1048572		2292		1046280
[13:36:11]		1048572		2292		1046280
[13:36:14]		1048572		2292		1046280
[13:36:17]		1048572		2292		1046280
[13:36:20]		1048572		2292		1046280
[13:36:23]		1048572		2292		1046280
[13:36:26]		1048572		2292		1046280
[13:36:29]		1048572		2292		1046280
[13:36:32]		1048572		2292		1046280
[13:36:35]		1048572		2292		1046280
[13:36:38]		1048572		2292		1046280
[13:36:41]		1048572		2292		1046280
[13:36:44]		1048572		2292		1046280
[13:36:47]		1048572		2292		1046280
[13:36:50]		1048572		2292		1046280
[13:36:53]		1048572		2292		1046280
[13:36:56]		1048572		2292		1046280
[13:36:59]		1048572		2292		1046280
[13:37:02]		1048572		2292		1046280
[13:37:05]		1048572		2292		1046280
[13:37:08]		1048572		2292		1046280
[13:37:11]		1048572		2292		1046280
[13:37:14]		1048572		2292		1046280
[13:37:17]		1048572		2292		1046280
[13:37:20]		1048572		2292		1046280
[13:37:23]		1048572		2292		1046280
[13:37:27]		1048572		2292		1046280
[13:37:30]		1048572		2292		1046280
[13:37:33]		1048572		2292		1046280
[13:37:36]		1048572		2292		1046280
[13:37:39]		1048572		2292		1046280
[13:37:42]		1048572		2292		1046280
[13:37:45]		1048572		2292		1046280
[13:37:48]		1048572		2292		1046280
[13:37:51]		1048572		2292		1046280
[13:37:54]		1048572		2292		1046280
[13:37:57]		1048572		2292		1046280
[13:38:00]		1048572		2292		1046280
[13:38:03]		1048572		2292		1046280
[13:38:06]		1048572		2292		1046280
[13:38:09]		1048572		2292		1046280
[13:38:12]		1048572		2292		1046280
[13:38:15]		1048572		2292		1046280
[13:38:18]		1048572		2292		1046280
[13:38:21]		1048572		2292		1046280
[13:38:24]		1048572		2292		1046280
[13:38:27]		1048572		2292		1046280
[13:38:30]		1048572		2292		1046280
[13:38:33]		1048572		2292		1046280
[13:38:36]		1048572		2292		1046280
[13:38:39]		1048572		2292		1046280
[13:38:42]		1048572		2292		1046280
[13:38:45]		1048572		2292		1046280
[13:38:48]		1048572		2292		1046280
[13:38:51]		1048572		2292		1046280
[13:38:54]		1048572		2292		1046280
[13:38:57]		1048572		2292		1046280
[13:39:00]		1048572		2292		1046280
[13:39:03]		1048572		2224		1046348
[13:39:06]		1048572		2224		1046348
[13:39:09]		1048572		2224		1046348
